Title,Content,URL
Browsing CommunityScripts,"The scripts stream shows scriptwidgets, i.e., placeholders showing a
miniature view of each publication’s chart and description, and its
author. By clicking on it you will open thescript’s page, where you
can see the script on a chart, read the author’s description, like the
script, leave comments or read the script’s source code if it was
published open-source.",https://www.tradingview.com/pine-script-docs/primer/first-steps
Browsing CommunityScripts,"Once you find an interesting script in the Community Scripts, follow the
instructions in the Help Center toload it on your
chart.",https://www.tradingview.com/pine-script-docs/primer/first-steps
Changing scriptsettings,"Once a script is loaded on the chart, you can double-click on its name or hover over the name and press the “Settings” button to bring up its “Settings/Inputs” tab:",https://www.tradingview.com/pine-script-docs/primer/first-steps
Changing scriptsettings,,https://www.tradingview.com/pine-script-docs/primer/first-steps
Changing scriptsettings,"The “Inputs” tab allows you to change the settings which the script’s
author has decided to make editable. You can configure some of the
script’s visuals using the “Style” tab of the same dialog box, and
which timeframes the script should appear on using the “Visibility”
tab.",https://www.tradingview.com/pine-script-docs/primer/first-steps
Changing scriptsettings,"Other settings are available to all scripts from the buttons that appear
to the right of its name when you mouse over it, and from the “More”
menu (the three dots):",https://www.tradingview.com/pine-script-docs/primer/first-steps
Changing scriptsettings,,https://www.tradingview.com/pine-script-docs/primer/first-steps
Readingscripts,"Reading code written bygoodprogrammers is the best way to develop
your understanding of the language. This is as true for Pine Script™ as
it is for all other programming languages. Finding good open-source Pine
Script™ code is relatively easy. These are reliable sources of code
written by good programmers on TradingView:",https://www.tradingview.com/pine-script-docs/primer/first-steps
Readingscripts,"Reading code fromCommunity
Scriptsis easy; if you don’t
see a grey or red “lock” icon in the upper-right corner of the
script’s widget, this indicates the script is open-source. By opening
its script page, you will be able to see its source.",https://www.tradingview.com/pine-script-docs/primer/first-steps
Readingscripts,"To see the code of TradingView built-ins, load the indicator on your
chart, then hover over its name and select the “Source code” curly
braces icon (if you don’t see it, it’s because the indicator’s source
is unavailable). When you click on the icon, the Pine Editor will open
and from there, you can see the script’s code. If you want to play with
it, you will need to press the “create a working copy” button. You
will then be able to modify and save the code. Because you will have
created a different version of the script, you will need to use the
Editor’s “Add to Chart” button to add that new copy to the chart.",https://www.tradingview.com/pine-script-docs/primer/first-steps
Readingscripts,"This shows the Pine Editor having just opened after we selected the “View source” button from the indicator on our chart. We are about to create a working copy of its source because it is read-only for now, as indicated by the orange warning text:",https://www.tradingview.com/pine-script-docs/primer/first-steps
Readingscripts,,https://www.tradingview.com/pine-script-docs/primer/first-steps
Readingscripts,"You can also open TradingView built-in indicators from the Pine Editor
(accessible from the “Pine Editor” tab at the bottom of the chart) by
using the “Open” -> “Built-in script…” menu selection.",https://www.tradingview.com/pine-script-docs/primer/first-steps
Writingscripts,"We have built Pine Script™ to empower both budding and seasoned traders
to create their own trading tools. We have designed it so it is
relatively easy to learn for first-time programmers — although
learning a first programming language, like trading, is rarelyveryeasy for anyone — yet powerful enough for knowledgeable programmers to
build tools of moderate complexity.",https://www.tradingview.com/pine-script-docs/primer/first-steps
Writingscripts,Pine Script™ allows you to write three types of scripts:,https://www.tradingview.com/pine-script-docs/primer/first-steps
Writingscripts,The next step we recommend is to write yourfirst indicator.,https://www.tradingview.com/pine-script-docs/primer/first-steps
Writingscripts,Next,https://www.tradingview.com/pine-script-docs/primer/first-steps
The PineEditor,"The Pine Editor is where you will be working on your scripts. While you
can use any text editor you want to write your Pine scripts, using our
Editor has many advantages:",https://www.tradingview.com/pine-script-docs/primer/first-indicator
The PineEditor,"To open the Editor, click on the “Pine Editor” tab at the bottom of your TradingView chart. This will open up the Editor’s pane.",https://www.tradingview.com/pine-script-docs/primer/first-indicator
Firstversion,"We will now create our first working Pine script, an implementation of
theMACDindicator in Pine Script™:",https://www.tradingview.com/pine-script-docs/primer/first-indicator
Firstversion,"Your first Pine script is running on your chart, which should look like this:",https://www.tradingview.com/pine-script-docs/primer/first-indicator
Firstversion,,https://www.tradingview.com/pine-script-docs/primer/first-indicator
Firstversion,"Let’s look at our script’s code, line by line:",https://www.tradingview.com/pine-script-docs/primer/first-indicator
Firstversion,Line 1://@version=6,https://www.tradingview.com/pine-script-docs/primer/first-indicator
Firstversion,"This is acompiler annotationtelling the compiler the script will use version 6 of
Pine Script™.",https://www.tradingview.com/pine-script-docs/primer/first-indicator
Firstversion,"Line 2:indicator(""MACD #1"")",https://www.tradingview.com/pine-script-docs/primer/first-indicator
Firstversion,"Defines the name of the script that will appear on the chart as
“MACD”.",https://www.tradingview.com/pine-script-docs/primer/first-indicator
Firstversion,Line 3:fast = 12,https://www.tradingview.com/pine-script-docs/primer/first-indicator
Firstversion,"Defines afastinteger variable which will be the length of the
fast EMA.",https://www.tradingview.com/pine-script-docs/primer/first-indicator
Firstversion,Line 4:slow = 26,https://www.tradingview.com/pine-script-docs/primer/first-indicator
Firstversion,"Defines aslowinteger variable which will be the length of the
slow EMA.",https://www.tradingview.com/pine-script-docs/primer/first-indicator
Firstversion,"Line 5:fastMA = ta.ema(close, fast)",https://www.tradingview.com/pine-script-docs/primer/first-indicator
Firstversion,"Defines the variablefastMA, containing the result of the EMA
calculation (Exponential Moving Average) with a length equal tofast(12), on thecloseseries, i.e., the closing price of bars.",https://www.tradingview.com/pine-script-docs/primer/first-indicator
Firstversion,"Line 6:slowMA = ta.ema(close, slow)",https://www.tradingview.com/pine-script-docs/primer/first-indicator
Firstversion,"Defines the variableslowMA, containing the result of the EMA
calculation with a length equal toslow(26), fromclose.",https://www.tradingview.com/pine-script-docs/primer/first-indicator
Firstversion,Line 7:macd = fastMA - slowMA,https://www.tradingview.com/pine-script-docs/primer/first-indicator
Firstversion,Defines the variablemacdas the difference between the two EMAs.,https://www.tradingview.com/pine-script-docs/primer/first-indicator
Firstversion,"Line 8:signal = ta.ema(macd, 9)",https://www.tradingview.com/pine-script-docs/primer/first-indicator
Firstversion,"Defines the variablesignalas a smoothed value ofmacdusing
the EMA algorithm (Exponential Moving Average) with a length of 9.",https://www.tradingview.com/pine-script-docs/primer/first-indicator
Firstversion,"Line 9:plot(macd, color = color.blue)",https://www.tradingview.com/pine-script-docs/primer/first-indicator
Firstversion,"Calls theplotfunction to output the variablemacdusing a blue
line.",https://www.tradingview.com/pine-script-docs/primer/first-indicator
Firstversion,"Line 10:plot(signal, color = color.orange)",https://www.tradingview.com/pine-script-docs/primer/first-indicator
Firstversion,"Calls theplotfunction to output the variablesignalusing an
orange line.",https://www.tradingview.com/pine-script-docs/primer/first-indicator
Secondversion,"The first version of our script calculated MACD “manually”, but
because Pine Script™ is designed to write indicators and strategies,
built-in Pine Script™ functions exist for many common indicators,
including one for MACD:ta.macd().",https://www.tradingview.com/pine-script-docs/primer/first-indicator
Secondversion,This is the second version of our script:,https://www.tradingview.com/pine-script-docs/primer/first-indicator
Secondversion,Note that we have:,https://www.tradingview.com/pine-script-docs/primer/first-indicator
Secondversion,"Let’s repeat the same process as before to copy that code in a new
indicator:",https://www.tradingview.com/pine-script-docs/primer/first-indicator
Secondversion,"Your second Pine script is running on your chart. If you double-click on
the indicator’s name on your chart, you will bring up the script’s
“Settings/Inputs” tab, where you can now change the slow and fast
lengths:",https://www.tradingview.com/pine-script-docs/primer/first-indicator
Secondversion,,https://www.tradingview.com/pine-script-docs/primer/first-indicator
Secondversion,"Let’s look at the lines that have changed in the second version of our
script:",https://www.tradingview.com/pine-script-docs/primer/first-indicator
Secondversion,"Line 2:indicator(""MACD #2"")",https://www.tradingview.com/pine-script-docs/primer/first-indicator
Secondversion,"We have changed#1to#2so the second version of our indicator
displays a different name on the chart.",https://www.tradingview.com/pine-script-docs/primer/first-indicator
Secondversion,"Line 3:fastInput = input(12, ""Fast length"")",https://www.tradingview.com/pine-script-docs/primer/first-indicator
Secondversion,"Instead of assigning a constant value to a variable, we have used
theinput()function so we can change the value in our script’s
“Settings/Inputs” tab.12will be the default value and the
field’s label will be""Fast length"". If the value is changed in
the “Inputs” tab, thefastInputvariable’s content will contain
the new value and the script will re-execute on the chart with that
new value. Note that, as our Pine Script™Style Guiderecommends, we addInputto the end of the variable’s name to
remind us, later in the script, that its value comes from a user
input.",https://www.tradingview.com/pine-script-docs/primer/first-indicator
Secondversion,"Line 4:slowInput = input(26, ""Slow length"")",https://www.tradingview.com/pine-script-docs/primer/first-indicator
Secondversion,"We do the same for the slow length, taking care to use a different
variable name, default value and text string for the field’s label.",https://www.tradingview.com/pine-script-docs/primer/first-indicator
Secondversion,"Line 5:[macdLine, signalLine, histLine] = ta.macd(close, fastInput, slowInput, 9)",https://www.tradingview.com/pine-script-docs/primer/first-indicator
Secondversion,"This is where we call theta.macd()built-in to perform all the first version’s calculations in one
line only. The function requires four parameters (the values after
the function name, enclosed in parentheses). It returns three values
into the three variables instead of only one, like the functions we
used until now, which is why we need to enclose the list of three
variables receiving the function’s result in square brackets, to
the left of the=sign. Note that two of the values we pass to the
function are the “input” variables containing the fast and slow
lengths:fastInputandslowInput.",https://www.tradingview.com/pine-script-docs/primer/first-indicator
Secondversion,Line 6 and 7:,https://www.tradingview.com/pine-script-docs/primer/first-indicator
Secondversion,"The variable names we are plotting there have changed, but the lines
are doing the same thing as in our first version.",https://www.tradingview.com/pine-script-docs/primer/first-indicator
Secondversion,"Our second version performs the same calculations as our first, but we
can change the two lengths used to calculate it. Our code is also
simpler and shorter by three lines. We have improved our script.",https://www.tradingview.com/pine-script-docs/primer/first-indicator
Next,We now recommend you go to ourNext Stepspage.,https://www.tradingview.com/pine-script-docs/primer/first-indicator
Next,Previous,https://www.tradingview.com/pine-script-docs/primer/first-indicator
Next,Next,https://www.tradingview.com/pine-script-docs/primer/first-indicator
Nextsteps,"After yourfirst stepsand yourfirst indicator, let us explore a bit more of the Pine Script™ landscape by
sharing some pointers to guide you in your journey to learn Pine
Script™.",https://www.tradingview.com/pine-script-docs/primer/next-steps
“indicators” vs“strategies”,"Pine Script™strategiesare used to backtest on historical data and forward test on open
markets. In addition to indicator calculations, they containstrategy.*()calls to send trade orders to Pine Script™‘s broker
emulator, which can then simulate their execution. Strategies display
backtest results in the “Strategy Tester” tab at the bottom of the
chart, next to the “Pine Editor” tab.",https://www.tradingview.com/pine-script-docs/primer/next-steps
“indicators” vs“strategies”,"Pine Script™ indicators also contain calculations, but cannot be used in
backtesting. Because they do not require the broker emulator, they use
less resources and will run faster. It is thus advantageous to use
indicators whenever you can.",https://www.tradingview.com/pine-script-docs/primer/next-steps
“indicators” vs“strategies”,"Both indicators and strategies can run in either overlay mode (over the
chart’s bars) or pane mode (in a separate section below or above the
chart). Both can also plot information in their respective space, and
both can generatealert events.",https://www.tradingview.com/pine-script-docs/primer/next-steps
How scripts areexecuted,"A Pine script isnotlike programs in many programming languages
that execute once and then stop. In the Pine Script™runtimeenvironment, a script runs in the equivalent of an invisible loop where
it is executed once on each bar of whatever chart you are on, from left
to right. Chart bars that have already closed when the script executes
on them are calledhistorical bars. When execution reaches the
chart’s last bar and the market is open, it is on therealtime bar.
The script then executes once every time a price or volume change is
detected, and one last time for that realtime bar when it closes. That
realtime bar then becomes anelapsed realtime bar. Note that when the
script executes in realtime, it does not recalculate on all the chart’s
historical bars on every price/volume update. It has already calculated
once on those bars, so it does not need to recalculate them on every
chart tick. See theExecution modelpage for more information.",https://www.tradingview.com/pine-script-docs/primer/next-steps
How scripts areexecuted,"When a script executes on a historical bar, theclosebuilt-in variable holds the value of that bar’s close. When a script
executes on the realtime bar,closereturns thecurrentprice of the symbol until the bar closes.",https://www.tradingview.com/pine-script-docs/primer/next-steps
How scripts areexecuted,"Contrary to indicators, strategies normally execute only once on
realtime bars, when they close. They can also be configured to execute
on each price/volume update if that is what you need. See the page onStrategiesfor more
information, and to understand how strategies calculate differently than
indicators.",https://www.tradingview.com/pine-script-docs/primer/next-steps
Timeseries,"The main data structure used in Pine Script™ is called atime series. Time
series contain one value for each bar the script executes on, so they
continuously expand as the script executes on more bars. Past values of
the time series can be referenced using the history-referencing
operator:[].close[1], for example, refers to the value ofcloseon the bar preceding the one where the script is executing.",https://www.tradingview.com/pine-script-docs/primer/next-steps
Timeseries,"While this indexing mechanism may remind many programmers of arrays, a
time series is different and thinking in terms of arrays will be
detrimental to understanding this key Pine Script™ concept. A good
comprehension of both theexecution modelandtime seriesis
essential in understanding how Pine scripts work. If you have never
worked with data organized in time series before, you will need practice
to put them to work for you. Once you familiarize yourself with these
key concepts, you will discover that by combining the use of time series
with our built-in functions specifically designed to handle them
efficiently, much can be accomplished in very few lines of code.",https://www.tradingview.com/pine-script-docs/primer/next-steps
Publishingscripts,"TradingView is home to a large community of Pine Script™ programmers and
millions of traders from all around the world. Once you become
proficient enough in Pine Script™, you can choose to share your scripts
with other traders. Before doing so, please take the time to learn Pine
Script™ well-enough to supply traders with an original and reliable
tool. All publicly published scripts are analyzed by our team of
moderators and must comply with ourScript Publishing
Rules, which
require them to be original and well-documented.",https://www.tradingview.com/pine-script-docs/primer/next-steps
Publishingscripts,"If want to use Pine scripts for your own use, simply write them in the
Pine Editor and add them to your chart from there; you don’t have to
publish them to use them. If you want to share your scripts with just a
few friends, you can publish them privately and send your friends the
browser’s link to your private publication. See the page onPublishingfor more
information.",https://www.tradingview.com/pine-script-docs/primer/next-steps
Getting around the Pine Script™documentation,"While reading code from published scripts is no doubt useful, spending
time in our documentation will be necessary to attain any degree of
proficiency in Pine Script™. Our two main sources of documentation on
Pine Script™ are:",https://www.tradingview.com/pine-script-docs/primer/next-steps
Getting around the Pine Script™documentation,"The Pine Script™v6 User Manual, which is located on its separate page and in English only.",https://www.tradingview.com/pine-script-docs/primer/next-steps
Getting around the Pine Script™documentation,"The Pine Script™v6 Reference
Manualdocuments
what each language construct does. It is an essential tool
for all Pine Script™ programmers; your life will be miserable if you try
to write scripts of any reasonable complexity without consulting it. It
exists in two formats: a separate page linked above, and the popup
version, which can be accessed from the Pine Editor, by eitherctrl/cmd+clickingon a keyword, or by using the Editor’s “More/Reference Manual…” menu. The Reference Manual is translated in other
languages.",https://www.tradingview.com/pine-script-docs/primer/next-steps
Getting around the Pine Script™documentation,"There are five different versions of Pine Script™. Ensure the
documentation you use corresponds to the Pine Script™ version you are
coding with.",https://www.tradingview.com/pine-script-docs/primer/next-steps
Where to go fromhere?,"This Pine Script™v6 User Manualcontains numerous examples of code used to illustrate the concepts we discuss. By going through it, you will be able to both learn the
foundations of Pine Script™ and study the example scripts. Reading about
key concepts and trying them out right away with real code is a
productive way to learn any programming language. As you hopefully have
already done in theFirst indicatorpage, copy this documentation’s examples in the Editor and play with
them. Explore! You won’t break anything.",https://www.tradingview.com/pine-script-docs/primer/next-steps
Where to go fromhere?,This is how the Pine Script™v6 User Manualyou are reading is organized:,https://www.tradingview.com/pine-script-docs/primer/next-steps
Where to go fromhere?,We wish you a successful journey with Pine Script™… and trading!,https://www.tradingview.com/pine-script-docs/primer/next-steps
Where to go fromhere?,Previous,https://www.tradingview.com/pine-script-docs/primer/next-steps
Executionmodel,"The execution model of the Pine Script™ runtime is intimately linked to
Pine Script™‘stime seriesandtype system. Understanding all three is key to making the most of the
power of Pine Script™.",https://www.tradingview.com/pine-script-docs/language/execution-model
Executionmodel,"The execution model determines how your script is executed on charts,
and thus how the code you write in scripts works. Your code would do
nothing were it not for Pine Script™‘s runtime, which kicks in after
your code has compiled and it is executed on your chart because one of
theevents triggering the execution of a scripthas occurred.",https://www.tradingview.com/pine-script-docs/language/execution-model
Executionmodel,"When a Pine script is loaded on a chart it executes once on each
historical bar using the available OHLCV (open, high, low, close,
volume) values for each bar. Once the script’s execution reaches the
rightmost bar in the dataset, if trading is currently active on the
chart’s symbol, then Pine Script™indicatorswill execute once every
time anupdateoccurs, i.e., price or volume changes. Pine Script™strategieswill by default only execute when the rightmost bar closes,
but they can also be configured to execute on every update, like
indicators do.",https://www.tradingview.com/pine-script-docs/language/execution-model
Executionmodel,"All symbol/timeframe pairs have a dataset comprising a limited number of
bars. When you scroll a chart to the left to see the dataset’s earlier
bars, the corresponding bars are loaded on the chart. The loading
process stops when there are no more bars for that particular
symbol/timeframe pair or themaximum number of
barsyour account type permits has been loaded. You can scroll the chart to
the left until the very first bar of the dataset, which has an index
value of 0 (seebar_index).",https://www.tradingview.com/pine-script-docs/language/execution-model
Executionmodel,"When the script first runs on a chart, all bars in a dataset arehistorical bars, except the rightmost one if a trading session is
active. When trading is active on the rightmost bar, it is called therealtime bar. The realtime bar updates when a price or volume change
is detected. When the realtime bar closes, it becomes anelapsed
realtime barand a new realtime bar opens.",https://www.tradingview.com/pine-script-docs/language/execution-model
Calculation based on historicalbars,Let’s take a simple script and follow its execution on historical bars:,https://www.tradingview.com/pine-script-docs/language/execution-model
Calculation based on historicalbars,"On historical bars, a script executes at the equivalent of the bar’s
close, when the OHLCV values are all known for that bar. Prior to
execution of the script on a bar, the built-in variables such asopen,high,low,close,volumeandtimeare set to values
corresponding to those from that bar. A script executesonce per
historical bar.",https://www.tradingview.com/pine-script-docs/language/execution-model
Calculation based on historicalbars,"Our example script is first executed on the very first bar of the
dataset at index 0. Each statement is executed using the values for the
current bar. Accordingly, on the first bar of the dataset, the following
statement:",https://www.tradingview.com/pine-script-docs/language/execution-model
Calculation based on historicalbars,"initializes the variablesrcwith theclosevalue for that first
bar, and each of the next lines is executed in turn. Because the script
only executes once for each historical bar, the script will always
calculate using the sameclosevalue for a specific historical bar.",https://www.tradingview.com/pine-script-docs/language/execution-model
Calculation based on historicalbars,"The execution of each line in the script produces calculations which in
turn generate the indicator’s output values, which can then be plotted
on the chart. Our example uses theplotandplotshapecalls at the
end of the script to output some values. In the case of a strategy, the
outcome of the calculations can be used to plot values or dictate the
orders to be placed.",https://www.tradingview.com/pine-script-docs/language/execution-model
Calculation based on historicalbars,"After execution and plotting on the first bar, the script is executed on
the dataset’s second bar, which has an index of 1. The process then
repeats until all historical bars in the dataset are processed and the
script reaches the rightmost bar on the chart.",https://www.tradingview.com/pine-script-docs/language/execution-model
Calculation based on historicalbars,,https://www.tradingview.com/pine-script-docs/language/execution-model
Calculation based on realtimebars,"The behavior of a Pine script on the realtime bar is very different than
on historical bars. Recall that the realtime bar is the rightmost bar on
the chart when trading is active on the chart’s symbol. Also, recall
that strategies can behave in two different ways in the realtime bar. By
default, they only execute when the realtime bar closes, but thecalc_on_every_tickparameter of thestrategydeclaration statement
can be set to true to modify the strategy’s behavior so that it
executes each time the realtime bar updates, as indicators do. The
behavior described here for indicators will thus only apply to
strategies usingcalc_on_every_tick=true.",https://www.tradingview.com/pine-script-docs/language/execution-model
Calculation based on realtimebars,"The most important difference between execution of scripts on historical
and realtime bars is that while they execute only once on historical
bars, scripts execute every time an update occurs during a realtime bar.
This entails that built-in variables such ashigh,lowandclosewhich never change on a historical bar,canchange at each of a
script’s iteration in the realtime bar. Changes in the built-in
variables used in the script’s calculations will, in turn, induce
changes in the results of those calculations. This is required for the
script to follow the realtime price action. As a result, the same script
may produce different results every time it executes during the realtime
bar.",https://www.tradingview.com/pine-script-docs/language/execution-model
Calculation based on realtimebars,"Note:In the realtime bar, theclosevariable always represents
thecurrent price. Similarly, thehighandlowbuilt-in
variables represent the highest high and lowest low reached since the
realtime bar’s beginning. Pine Script™‘s built-in variables will only
represent the realtime bar’s final values on the bar’s last update.",https://www.tradingview.com/pine-script-docs/language/execution-model
Calculation based on realtimebars,Let’s follow our script example in the realtime bar.,https://www.tradingview.com/pine-script-docs/language/execution-model
Calculation based on realtimebars,"When the script arrives on the realtime bar it executes a first time. It
uses the current values of the built-in variables to produce a set of
results and plots them if required. Before the script executes another
time when the next update happens, its user-defined variables are reset
to a known state corresponding to that of the lastcommitat the close
of the previous bar. If no commit was made on the variables because they
are initialized every bar, then they are reinitialized. In both cases
their last calculated state is lost. The state of plotted labels and
lines is also reset. This resetting of the script’s user-defined
variables and drawings prior to each new iteration of the script in the
realtime bar is calledrollback. Its effect is to reset the script to
the same known state it was in when the realtime bar opened, so
calculations in the realtime bar are always performed from a clean
state.",https://www.tradingview.com/pine-script-docs/language/execution-model
Calculation based on realtimebars,"The constant recalculation of a script’s values as price or volume
changes in the realtime bar can lead to a situation where variablecin our example becomes true because a cross has occurred, and so the red
marker plotted by the script’s last line would appear on the chart. If
on the next price update the price has moved in such a way that theclosevalue no longer produces calculations makingctrue because
there is no longer a cross, then the marker previously plotted will
disappear.",https://www.tradingview.com/pine-script-docs/language/execution-model
Calculation based on realtimebars,"When the realtime bar closes, the script executes a last time. As usual,
variables are rolled back prior to execution. However, since this
iteration is the last one on the realtime bar, variables are committed
to their final values for the bar when calculations are completed.",https://www.tradingview.com/pine-script-docs/language/execution-model
Calculation based on realtimebars,To summarize the realtime bar process:,https://www.tradingview.com/pine-script-docs/language/execution-model
Events triggering the execution of ascript,"A script is executed on the complete set of bars on the chart when one
of the following events occurs:",https://www.tradingview.com/pine-script-docs/language/execution-model
Events triggering the execution of ascript,A script is executed on the realtime bar when trading is active and:,https://www.tradingview.com/pine-script-docs/language/execution-model
Events triggering the execution of ascript,"Note that when a chart is left untouched when the market is active, a
succession of realtime bars which have been opened and then closed will
trail the current realtime bar. While theseelapsed realtime barswill
have beenconfirmedbecause their variables have all been committed,
the script will not yet have executed on them in theirhistoricalstate, since they did not exist when the script was last run on the
chart’s dataset.",https://www.tradingview.com/pine-script-docs/language/execution-model
Events triggering the execution of ascript,"When an event triggers the execution of the script on the chart and
causes it to run on those bars which have now become historical bars,
the script’s calculation can sometimes vary from what they were when
calculated on the last closing update of the same bars when they were
realtime bars. This can be caused by slight variations between the OHLCV
values saved at the close of realtime bars and those fetched from data
feeds when the same bars have become historical bars. This behavior is
one of the possible causes ofrepainting.",https://www.tradingview.com/pine-script-docs/language/execution-model
Historical values offunctions,"Every function call in Pine leaves a trail of historical values that a
script can access on subsequent bars using the[]operator. The historical series of functions depend on successive calls
to record the output on every bar. When a script does not call functions
on each bar, it can produce an inconsistent history that may impact
calculations and results, namely when it depends on the continuity of
their historical series to operate as expected. The compiler warns users
in these cases to make them aware that the values from a function,
whether built-in or user-defined, might be misleading.",https://www.tradingview.com/pine-script-docs/language/execution-model
Historical values offunctions,"To demonstrate, let’s write a script that calculates the index of the
current bar and outputs that value on every second bar. In the following
script, we’ve defined acalcBarIndex()function that adds 1 to the
previous value of its internalindexvariable on every bar. The script
calls the function on each bar that theconditionreturnstrueon
(every other bar) to update thecustomIndexvalue. It plots this value
alongside the built-inbar_indexto validate the output:",https://www.tradingview.com/pine-script-docs/language/execution-model
Historical values offunctions,,https://www.tradingview.com/pine-script-docs/language/execution-model
Historical values offunctions,Note that:,https://www.tradingview.com/pine-script-docs/language/execution-model
Historical values offunctions,"Upon inspecting the chart, we see that the two plots differ wildly. The
reason for this behavior is that the script calledcalcBarIndex()within the scope of anifstructure on every other bar, resulting in a historical output
inconsistent with thebar_indexseries. When calling the function once
every two bars, internally referencing the previous value ofindexgets the value from two bars ago, i.e., the last bar the function
executed on. This behavior results in acustomIndexvalue of half that
of the built-inbar_index.",https://www.tradingview.com/pine-script-docs/language/execution-model
Historical values offunctions,"To align thecalcBarIndex()output with thebar_index, we can move
the function call to the script’s global scope. That way, the function
will execute on every bar, allowing its entire history to be recorded
and referenced rather than only the results from every other bar. In the
code below, we’ve defined aglobalScopeBarIndexvariable in the
global scope and assigned it to the return fromcalcBarIndex()rather
than calling the function locally. The script sets thecustomIndexto
the value ofglobalScopeBarIndexon the occurrence of thecondition:",https://www.tradingview.com/pine-script-docs/language/execution-model
Historical values offunctions,,https://www.tradingview.com/pine-script-docs/language/execution-model
Historical values offunctions,"This behavior can also radically impact built-in functions that
reference history internally. For example, theta.sma()function references its past values “under the hood”. If a script
calls this function conditionally rather than on every bar, the values
within the calculation can change significantly. We can ensure
calculation consistency by assigningta.sma()to a variable in the global scope and referencing that variable’s
history as needed.",https://www.tradingview.com/pine-script-docs/language/execution-model
Historical values offunctions,"The following example calculates three SMA series:controlSMA,localSMA, andglobalSMA. The script calculatescontrolSMAin the
global scope andlocalSMAwithin the local scope of anifstructure. Within theifstructure, it also updates the value ofglobalSMAusing thecontrolSMAvalue. As we can see, the values from theglobalSMAandcontrolSMAseries align, whereas thelocalSMAseries diverges from
the other two because it uses an incomplete history, which affects its
calculations:",https://www.tradingview.com/pine-script-docs/language/execution-model
Historical values offunctions,,https://www.tradingview.com/pine-script-docs/language/execution-model
